,FileID,Score,SpeakerID,isMember
0,9c16f2f7e062a340964d279d6c96118d,0.8896138836793024,ID0138,Y
1,cb0c88a07b15e65611b918631a16d202,0.8318304235599032,ID0377,N
2,fc58e4418a3fe2a2c37f540985017432,0.5906170213208664,ID0196,N
3,918818accb86e9dea262d7345a14752d,0.8836524755954329,ID0138,Y
4,64ae4b70f8a7ad5f74cbada5f8806a8f,0.7024098763555912,ID0367,N
5,ac77d66c60b3dcfcc14bdb0905cad389,0.841265115035668,ID1420,Y
6,d2b69d0cbf272da1fedf5eef2e929977,0.8524765489609244,ID1420,Y
7,6dfa883a3581fb7be4e3583889f5586f,0.748427582827291,ID0163,Y
8,6e8bdf90e4814d4308f46c5ab70428e3,0.7921617632641165,ID0263,N
9,424dffe339515d10687d178d864cf202,0.8020003716024434,ID0367,N
10,4f2006449ec0beac50269d89f537a0c4,0.8161427298590184,ID0367,N
11,c781c80c1f81f8650eae03337b5955fd,0.6296914934394988,ID0425,N
12,85fe4f4ef27dc47bef9c736fa448a7fd,0.7056572149287478,ID0270,Y
13,07956581ee8d74cffcb0d3825fbc7d35,0.8495403381140233,ID1420,Y
14,d0f685b9363484f8686686eacd238b1a,0.8486232670279156,ID1420,Y
15,12a73eb7a295a7d829f408162a7145ac,0.7963518121432549,ID1420,Y
16,6b0df242db5207ac28457a870fb5cf47,0.8972116764086671,ID1420,Y
17,16403c6311e56cd60f732c1146804ff8,0.754368806458633,ID0163,Y
18,6f9e71fddf4d940f4de3869798871f8e,0.802183333687979,ID0099,Y
19,39c752beab29a3d33b90a3a1eb95b1e9,0.7203235298932217,ID0138,Y
20,bb461b1014fa88d117fb3678ef1e11e9,0.7237443960914497,ID0367,N
21,d83e47953501bcdc0680340d2554e526,0.8046359016762593,ID0377,N
22,a2cbf3b5c0993f1caa193658e3a2d53b,0.751801593522198,ID0163,Y
23,6eb148761f5d66c27dd43a3513dd5474,0.6461600309834249,ID0196,N
24,826766206c5fbe6d6fa3e9063bc583d3,0.9152073666496738,ID0163,Y
25,9a92ae90f550becdf16781f456daead7,0.8672874519129341,ID0270,Y
26,9179c3b3b49919e1434a631661122acc,0.8438985018222079,ID0425,N
27,00df05c18b3ad92648119e8ad06c7fc7,0.8669776253474392,ID0099,Y
28,28951bac42d18c9b41e8b34003fc3113,0.8991895011930313,ID0270,Y
29,984a1289a72e9ff3320019f8a9487dfe,0.7914956004113533,ID1420,Y
30,09ffd2f6cc6f281f6b10d83f64b9c46e,0.8262872493345087,ID0425,N
31,e21b09fdbfff93eb4e0391b07cacee65,0.6507787681522779,ID0196,N
32,232406f9f3c47348ad2b738daffddba7,0.6750343322482142,ID0377,N
33,76e9855e3ab19835d6c731cf1508cf3c,0.8460010458119719,ID0425,N
34,bf7741643b58b42a016d5f1c7203a3e8,0.8035180089475672,ID0425,N
35,da5151da83097321e2f5b0475caf87fe,0.7951540163825591,ID0367,N
36,f89b81d7adabdff98849456abcfcff2f,0.7625289515752313,ID0263,N
37,aa54fd3c81df1c5021abf021c143e891,0.8492943997698459,ID0263,N
38,2cf56f6de4c3b904e0b06b26b0c19c79,0.7928136588386212,ID0263,N
39,b44f360392a75263530ac4082ec35981,0.8984241967644347,ID0163,Y
40,b1c57f9aa4c567bc0f0b00b7979c4250,0.7804162085131017,ID1420,Y
41,9753d2c9214d9b886263a3f2015dd987,0.7429171389565501,ID0263,N
42,0fbe15f86ddc5fa99f97b5ec2f7e0cc7,0.7989230331392116,ID1420,Y
43,ef49ee806223df90e2207c57105d4450,0.7816516373700517,ID0377,N
44,f881024e286790221c4407bfac3652bf,0.7083960413304456,ID0163,Y
45,b18c9d8567559fd4f308a81f4008743f,0.8396206950951867,ID0367,N
46,b3a231db92a4ef3777f138d9fab9801b,0.8471216145980272,ID0099,Y
47,b61c76f55f8be00193490067ef7b02f5,0.6024685777206699,ID0196,N
48,ff7dcf436f410861c5bf9c9dae608785,0.7522484568297321,ID0099,Y
49,4cc5ab10dbf7a31895c45f21bf4e535d,0.7597635168198672,ID0163,Y
50,5ac61ef7cc66d96c2e92c87087347e01,0.6199502833959131,ID0196,N
51,0aa8df1e028ad269edf1bf68ef9d317a,0.8545209287314895,ID0163,Y
52,2e2acd35fd75d8037661c53556aa883e,0.6304373100653513,ID0138,Y
53,582a8deca0bca3d87b15f6921cedea5b,0.8611457834753374,ID0263,N
54,4e6439fec774a98725108a7b006a00e0,0.6147936341135025,ID0196,N
55,dceb1bd2d1c40f3eced2957a1b5e5d6b,0.7628427635638101,ID0377,N
56,0ba350092a493347092dae17c36a5e89,0.7975028423565119,ID0425,N
57,519afad9ee2207a4159c975df853c9a5,0.621440646143096,ID0196,N
58,40196eafe7f39cc48860573eac566de6,0.5904122461568202,ID0138,Y
59,d4564f7f613c818fdfd8ebed63efa6a2,0.8277069106255257,ID0377,N
60,13fc98403475c26077fbcdc079dc6ec7,0.7265768128320731,ID0099,Y
61,36f75681a963c5212b05915ccac76331,0.500726424782223,ID0196,N
62,a0d1728c55fc8ad446cf760e9ddd7547,0.6186839592485661,ID0377,N
63,de8861ad98d5e0d21d638e48f2df7405,0.7949139893970312,ID0367,N
64,bba1455221a3d619dca162f9fba05925,0.9174616296446745,ID0099,Y
65,3e15fbae09af679cde13124f63580492,0.600311963127986,ID0196,N
66,b1a5578eebcc72718d1cc16a09816757,0.9255742973041567,ID0270,Y
67,e63a3665f3adcc2d643f83b42d9cdcac,0.9183546371107971,ID0099,Y
68,b4f386fd2f4febd0e4e359bd11f8aa95,0.7832299365071388,ID0270,Y
69,1c420623d8357f5ad701a7ac4876a713,0.7636119983111646,ID0263,N
70,6ed74fa726c9742a2efd8c52b33286e9,0.6233842061091792,ID0138,Y
71,719debc2db3d280de242d8fe10cbb456,0.8591558874237081,ID0263,N
72,91db84e918f38776193c9491a10765ff,0.5626507288391122,ID0138,Y
73,4400e9f23d517357b1d8526cd4999e4d,0.9277952330968708,ID0270,Y
74,832d7384d180dc41bf1d98ae65a7523e,0.8051033282305115,ID0263,N
75,7d97239c9d8bcfc221978c255d481c96,0.8375908129901874,ID0425,N
76,0914e31baa9c8741448e5f7dc106f3b1,0.6456751441510812,ID0138,Y
77,22dca5967387ade4eb887a2b2487f4ec,0.768276316497877,ID0367,N
78,17c6ea6630e0104881bb46dbb8b4de75,0.7439424437700694,ID0425,N
79,705d2ec14e57da6f675e5aad582e3db3,0.8953234284507012,ID0099,Y
80,b39c466f4b78cf5d852241c1a260b21d,0.8317521820213655,ID0099,Y
81,7907d4a7e74c2ab7235ec5536de652e5,0.8160084243680713,ID0270,Y
82,899be061062905ddc098fede16b8d6df,0.6768658446877919,ID0138,Y
83,0ed0692c38e7f8412f8fca8f3abd5372,0.6430212927609372,ID0263,N
84,5174e96337ac35681d70b60966c4d9d8,0.8351968407101021,ID0425,N
85,fd8d64d51e6601cd381a0a333000b512,0.8216485989182307,ID0425,N
86,07e3ef3691969a4906cfa0f3fac4604e,0.9139482300449154,ID0270,Y
87,702a3b94076ed994798e1f28461fb548,0.8234702716164867,ID1420,Y
88,a538ffdc6ff28087e46d1e257741fcd3,0.8309973666592635,ID0099,Y
89,62d1f89dac2bbc46a901089807640637,0.8649699486539818,ID0270,Y
90,500a07e86d844b79a462d39bee632ed9,0.7927652481698295,ID0367,N
91,ba355144c4371aa85b5546ce2e8da250,0.7917386566875428,ID0377,N
92,0a65a366da87cc8f998991ea69a34494,0.8292053401320093,ID0163,Y
93,3a4a7270c158a855227ad0b4c56dc7ac,0.908727121186824,ID0163,Y
94,c86333b6af5884d151793ead5e145c13,0.8495203706128293,ID0138,Y
95,2799c77abb0bc52112532b889b6db0f9,0.8477384640662434,ID0367,N
96,68485e72cddc9af6c55a7979b3a89db6,0.7492303314449869,ID0270,Y
97,5617d9e32e6c11da16ce0a4b3bceb267,0.7927227946471496,ID0377,N
98,a63008f4c47cf4a7e92f776f3b97eb39,0.5816784324798687,ID0196,N
99,882956da3f266e14f441ce9740080ec5,0.7301549548841606,ID0377,N
